"METRIC_KEY","METRIC_ID","METRIC_DATE","LOCATION_ID","NUMERATOR","DENOMINATOR","FISCAL_DATE","LAST_CHANGE_DT","LAST_CHANGE_ACTION"
"5900001","293","2021-03-19","34100001","133.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","27600001","428.0000","14.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","40500001","367.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","20700001","304.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","42500001","1443.0000","37.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","27400001","329.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","33700002","470.0000","14.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","42200001","1077.0000","32.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","39100001","167.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","45100001","72.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","19800001","126.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","31600001","475.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","46400001","379.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","42100001","38.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","23200001","576.0000","15.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","20400001","165.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","28800002","112.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","28500001","509.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","34500001","117.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","44600001","197.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","18400001","1154.0000","23.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","33200001","952.0000","19.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","31500001","754.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-19","25800001","97.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20300001","301.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46000001","62.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30000001","22.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19800001","100.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25500001","267.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40300001","48.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","18100001","510.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39100001","159.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26000001","74.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41400001","118.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38000001","20.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35100001","662.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36300001","5.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39700001","224.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24300001","1775.0000","48.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27200001","683.0000","23.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45400001","482.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42500001","1411.0000","29.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","18600001","551.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35700001","237.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32300001","1495.0000","55.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37400001","130.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27700001","188.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44200001","102.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40200001","167.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30600001","228.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19200001","149.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23200001","342.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25400001","211.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28300001","145.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","43700001","104.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40800001","199.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33900001","1758.0000","61.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28800001","178.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32200001","122.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44800001","471.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28200001","90.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20900001","290.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22600001","454.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42400001","389.0000","9.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24900001","710.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29300001","69.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21900001","596.0000","23.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","43600001","337.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21400001","409.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38500001","588.0000","17.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23600001","810.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22500001","270.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46500001","310.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24100001","195.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42000001","149.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21300001","37.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28100001","568.0000","19.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37800001","123.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36100001","2130.0000","57.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46400001","239.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27600001","501.0000","15.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42900001","241.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41300001","124.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25900001","63.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","31100001","465.0000","14.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45200001","60.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37300001","624.0000","20.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36800001","358.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22800001","107.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46900001","143.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28900001","94.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","31500002","636.0000","20.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21100001","783.0000","23.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39900001","39.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30200001","207.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30800001","559.0000","15.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20000001","275.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29100001","207.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44500001","17.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22300001","180.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33100001","1696.0000","49.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","43300001","130.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37700001","628.0000","17.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38100001","165.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24600001","484.0000","16.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26300001","66.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24400001","49.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39400001","1305.0000","45.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45100001","160.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23500001","138.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36400001","182.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36600001","281.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42200001","1491.0000","39.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23400001","114.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44000001","994.0000","46.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33700001","174.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29200001","111.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34700001","67.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25800001","274.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28800002","218.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22400001","174.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30900001","598.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19900001","54.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32000002","652.0000","31.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41700001","53.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21600001","698.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33200001","406.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26900001","1.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27400001","259.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32100001","71.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40400001","140.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19500001","600.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39500001","442.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41200001","113.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35500001","595.0000","19.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26400001","204.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38700001","1319.0000","32.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24700001","391.0000","19.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27000001","6.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34100001","114.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","43900001","148.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25300001","212.0000","16.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28700001","68.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22700001","2012.0000","20.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24000001","789.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33000001","143.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29800002","62.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34000002","104.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","18200001","617.0000","20.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21700001","106.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23900001","219.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","18400001","792.0000","27.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30400001","309.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44100001","186.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29000001","74.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38900001","25.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46600001","132.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38800001","863.0000","29.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40500001","555.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36000001","290.0000","9.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","21200001","522.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45800001","688.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","31300001","18.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","31600001","615.0000","15.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33700002","730.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39200001","160.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20100001","253.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22900001","265.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20800001","96.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30300001","96.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32700001","512.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","32400001","353.0000","19.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22200001","15.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40700001","92.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20600001","44.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39600001","966.0000","29.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29500001","164.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35600001","395.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","29600001","98.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","20400001","121.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25200001","334.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42800001","56.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40000001","207.0000","9.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46800001","932.0000","16.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45000001","521.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","46100001","351.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42300001","329.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38200001","475.0000","16.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34300001","765.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37100001","141.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33800001","69.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34900001","389.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25100001","1518.0000","36.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","30100001","128.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27800001","190.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27900001","753.0000","27.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23800001","718.0000","21.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","34500001","51.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19000001","135.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39800001","405.0000","13.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","45600001","306.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37000001","1140.0000","26.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","33600001","847.0000","48.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","24200001","334.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36700001","353.0000","16.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37400002","352.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26200001","145.0000","5.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26100001","21.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","31500001","452.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19300001","232.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41000001","160.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","41100001","1379.0000","39.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","38600001","134.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","18700001","23.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19700001","19.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27300001","109.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25300002","45.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23000001","86.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44600001","661.0000","8.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35800001","633.0000","23.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23700001","737.0000","22.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","25700001","22.0000","1.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","43500001","1061.0000","29.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","39000001","443.0000","9.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","19100001","1372.0000","26.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","42600001","646.0000","17.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","28500001","207.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","40600001","541.0000","14.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","26800001","340.0000","10.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","22100001","139.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","27500001","79.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37900001","596.0000","11.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","36900001","287.0000","7.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","35000001","499.0000","14.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","23300001","107.0000","9.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","37600001","41.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-18","44300001","110.0000","4.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","32300001","3357.0000","72.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","21900001","495.0000","28.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","20700001","213.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","20100001","292.0000","6.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","25900001","217.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","37400002","286.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","26800001","726.0000","18.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","26200001","96.0000","3.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","27100001","113.0000","2.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","42400001","578.0000","12.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
"5900001","293","2021-03-17","46100001","895.0000","17.0000","2021-03-21","2021-04-11 06:44:47.720000","NULL"
